year,state,state_po,candidate,party,candidatevotes,totalvotes
1980,Illinois,IL,"Anderson, John B.",independent,346754,4749721
1980,Illinois,IL,"Clark, Edward """"Ed""""",libertarian,38939,4749721
1980,Illinois,IL,"Commoner, Barry",citizens,10692,4749721
1980,Illinois,IL,"Hall, Gus",communist party use,9711,4749721
1980,Illinois,IL,"Griswold, Deirdre",workers world,2257,4749721
1980,Illinois,IL,"Deberry, Clifton",socialist workers,1302,4749721
1980,Illinois,IL,,,604,4749721
1980,Indiana,IN,"Reagan, Ronald",republican,1255656,2242033
1980,Indiana,IN,"Carter, Jimmy",democrat,844197,2242033
1980,Indiana,IN,"Anderson, John B.",independent,111639,2242033
1980,Indiana,IN,"Clark, Edward """"Ed""""",libertarian,19627,2242033
1980,Indiana,IN,"Commoner, Barry",citizens,4852,2242033
1980,Indiana,IN,"Greaves, Percy L, Jr.",american,4750,2242033
1980,Indiana,IN,"Hall, Gus",communist party use,702,2242033
1980,Indiana,IN,"Deberry, Clifton",socialist workers,610,2242033
1980,Iowa,IA,"Reagan, Ronald",republican,676026,1317661
1980,Iowa,IA,"Carter, Jimmy",democrat,508672,1317661
1980,Iowa,IA,"Anderson, John B.",nominated by petition,115633,1317661
1980,Iowa,IA,"Clark, Edward """"Ed""""",libertarian,13123,1317661
1980,Iowa,IA,"Commoner, Barry",citizens,2273,1317661
1980,Iowa,IA,"McReynolds, David",socialist,534,1317661
1980,Iowa,IA,,,519,1317661
1980,Iowa,IA,"Hall, Gus",communist party use,298,1317661
1980,Iowa,IA,"Deberry, Clifton",socialist workers,244,1317661
1980,Iowa,IA,"Greaves, Percy L, Jr.",american,189,1317661
1980,Iowa,IA,"Bubar, Benjamin """"Ben""""",statesman,150,1317661
1980,Kansas,KS,"Reagan, Ronald",republican,566812,979795
1980,Kansas,KS,"Carter, Jimmy",democrat,326150,979795
1980,Kansas,KS,"Anderson, John B.",independent,68231,979795
1980,Kansas,KS,"Clark, Edward """"Ed""""",libertarian,14470,979795
1980,Kansas,KS,"Shelton, Frank, Jr.",american,1555,979795
1980,Kansas,KS,"Hall, Gus",communist party use,967,979795
1980,Kansas,KS,"Bubar, Benjamin """"Ben""""",statesman,821,979795
1980,Kansas,KS,"Rarick, John",american independent party,789,979795
1980,Kentucky,KY,"Reagan, Ronald",republican,635274,1295627
1980,Kentucky,KY,"Carter, Jimmy",democrat,617417,1295627
1980,Kentucky,KY,"Anderson, John B.",independent,31127,1295627
1980,Kentucky,KY,"Clark, Edward """"Ed""""",libertarian,5531,1295627
1980,Kentucky,KY,"McCormack, Ellen",respect for life,4233,1295627
1980,Kentucky,KY,"Commoner, Barry",citizens,1304,1295627
1980,Kentucky,KY,"Pulley, Andrew",socialist workers,393,1295627
1980,Kentucky,KY,"Hall, Gus",communist party use,348,1295627
1980,Louisiana,LA,"Reagan, Ronald",republican,792853,1548591
1980,Louisiana,LA,"Carter, Jimmy",democrat,708453,1548591
1980,Louisiana,LA,"Anderson, John B.",independent,26345,1548591
1980,Louisiana,LA,"Rarick, John",american independent party,10333,1548591
1980,Louisiana,LA,"Clark, Edward """"Ed""""",libertarian,8240,1548591
1980,Louisiana,LA,"Commoner, Barry",citizens,1584,1548591
1980,Louisiana,LA,"Deberry, Clifton",socialist workers,783,1548591
1980,Maine,ME,"Reagan, Ronald",republican,238522,523011
1980,Maine,ME,"Carter, Jimmy",democrat,220974,523011
1980,Maine,ME,"Anderson, John B.",independent,53327,523011
1980,Maine,ME,"Clark, Edward """"Ed""""",libertarian,5119,523011
1980,Maine,ME,"Commoner, Barry",citizens,4394,523011
1980,Maine,ME,"Hall, Gus",communist party use,591,523011
1980,Maine,ME,,,84,523011
1980,Maryland,MD,"Carter, Jimmy",democrat,726161,1540496
1980,Maryland,MD,"Reagan, Ronald",republican,680606,1540496
1980,Maryland,MD,"Anderson, John B.",independent,119537,1540496
1980,Maryland,MD,"Clark, Edward """"Ed""""",libertarian,14192,1540496
1980,Massachusetts,MA,"Reagan, Ronald",republican,1057631,2524090
1980,Massachusetts,MA,"Carter, Jimmy",democrat,1053802,2524090
1980,Massachusetts,MA,"Anderson, John B.",independent,382539,2524090
1980,Massachusetts,MA,"Clark, Edward """"Ed""""",libertarian,22038,2524090
1980,Massachusetts,MA,"Deberry, Clifton",socialist workers,3735,2524090
1980,Massachusetts,MA,,,2289,2524090
1980,Massachusetts,MA,"Commoner, Barry",citizens,2056,2524090
1980,Michigan,MI,"Reagan, Ronald",republican,1915225,3909725
1980,Michigan,MI,"Carter, Jimmy",democrat,1661532,3909725
1980,Michigan,MI,"Anderson, John B.",independent,275223,3909725
1980,Michigan,MI,"Clark, Edward """"Ed""""",libertarian,41597,3909725
1980,Michigan,MI,"Commoner, Barry",citizens,11930,3909725
1980,Michigan,MI,"Hall, Gus",communist party use,3262,3909725
1980,Michigan,MI,,,956,3909725
1980,Minnesota,MN,"Carter, Jimmy",democrat,954173,2051916
1980,Minnesota,MN,"Reagan, Ronald",republican,873268,2051916
1980,Minnesota,MN,"Anderson, John B.",independent,174997,2051916
1980,Minnesota,MN,"Clark, Edward """"Ed""""",libertarian,31593,2051916
1980,Minnesota,MN,"Commoner, Barry",citizens,8406,2051916
1980,Minnesota,MN,,american,6136,2051916
1980,Minnesota,MN,"Hall, Gus",communist party use,1117,2051916
1980,Minnesota,MN,"Deberry, Clifton",socialist workers,711,2051916
1980,Minnesota,MN,"Griswold, Deirdre",workers world,698,2051916
1980,Minnesota,MN,"McReynolds, David",socialist,536,2051916
1980,Minnesota,MN,,,281,2051916
1980,Mississippi,MS,"Reagan, Ronald",republican,441089,891750
1980,Mississippi,MS,"Carter, Jimmy",democrat,429281,891750
1980,Mississippi,MS,"Anderson, John B.",independent,12036,891750
1980,Mississippi,MS,"Clark, Edward """"Ed""""",libertarian,4702,891750
1980,Mississippi,MS,"Griswold, Deirdre",workers world,2402,891750
1980,Mississippi,MS,"Pulley, Andrew",socialist workers,2240,891750
1980,Missouri,MO,"Reagan, Ronald",republican,1074181,2099824
1980,Missouri,MO,"Carter, Jimmy",democrat,931182,2099824
1980,Missouri,MO,"Anderson, John B.",independent,77920,2099824
1980,Missouri,MO,"Clark, Edward """"Ed""""",libertarian,14422,2099824
1980,Missouri,MO,"Deberry, Clifton",socialist workers,1515,2099824
1980,Missouri,MO,,,604,2099824
1980,Montana,MT,"Reagan, Ronald",republican,206814,363952
1980,Montana,MT,"Carter, Jimmy",democrat,118032,363952
1980,Montana,MT,"Anderson, John B.",independent,29281,363952
1980,Montana,MT,"Clark, Edward """"Ed""""",libertarian,9825,363952
1980,Nebraska,NE,"Reagan, Ronald",republican,419214,639533
1980,Nebraska,NE,"Carter, Jimmy",democrat,166424,639533
1980,Nebraska,NE,"Anderson, John B.",independent,44854,639533
1980,Nebraska,NE,"Clark, Edward """"Ed""""",libertarian,9041,639533
1980,Nevada,NV,"Reagan, Ronald",republican,155017,243692
1980,Nevada,NV,"Carter, Jimmy",democrat,66666,243692
1980,Nevada,NV,"Anderson, John B.",independent,17651,243692
1980,Nevada,NV,"Clark, Edward """"Ed""""",libertarian,4358,243692
1980,New Hampshire,NH,"Reagan, Ronald",republican,221705,383990
1980,New Hampshire,NH,"Carter, Jimmy",democrat,108864,383990
1980,New Hampshire,NH,"Anderson, John B.",independent,49693,383990
1980,New Hampshire,NH,"Clark, Edward """"Ed""""",libertarian,2064,383990
1980,New Hampshire,NH,"Commoner, Barry",citizens,1320,383990
1980,New Hampshire,NH,"Hall, Gus",communist party use,129,383990
1980,New Hampshire,NH,"Griswold, Deirdre",workers world,76,383990
1980,New Hampshire,NH,"Deberry, Clifton",socialist workers,71,383990
1980,New Hampshire,NH,,,68,383990
1980,New Jersey,NJ,"Reagan, Ronald",republican,1546557,2975684
1980,New Jersey,NJ,"Carter, Jimmy",democrat,1147364,2975684
1980,New Jersey,NJ,"Anderson, John B.",independent,234632,2975684
1980,New Jersey,NJ,"Clark, Edward """"Ed""""",libertarian,20652,2975684
1980,New Jersey,NJ,"Commoner, Barry",citizens,8203,2975684
1980,New Jersey,NJ,"McCormack, Ellen",right-to-life,3927,2975684
1980,New Jersey,NJ,"Lynen, Kurt",middle class candidate,3694,2975684
1980,New Jersey,NJ,"Hall, Gus",communist party use,2555,2975684
1980,New Jersey,NJ,"Pulley, Andrew",socialist workers,2198,2975684
1980,New Jersey,NJ,"McReynolds, David",socialist,1973,2975684
1980,New Jersey,NJ,"Gahres, William """"Bill""""",down with lawyers,1718,2975684
1980,New Jersey,NJ,"Griswold, Deirdre",workers world,1288,2975684
1980,New Jersey,NJ,"Wendelken, Martin E.",independent,923,2975684
1980,New Mexico,NM,"Reagan, Ronald",republican,250779,456237
1980,New Mexico,NM,"Carter, Jimmy",democrat,167826,456237
1980,New Mexico,NM,"Anderson, John B.",independent,29459,456237
1980,New Mexico,NM,"Clark, Edward """"Ed""""",libertarian,4365,456237
1980,New Mexico,NM,"Commoner, Barry",citizens,2202,456237
1980,New Mexico,NM,"Bubar, Benjamin """"Ben""""",statesman,1281,456237
1980,New Mexico,NM,"Pulley, Andrew",socialist workers,325,456237
1980,New York,NY,"Carter, Jimmy",democrat,2728372,6201959
1980,New York,NY,"Reagan, Ronald",republican,2637700,6201959
1980,New York,NY,"Anderson, John B.",liberal party,467801,6201959
1980,New York,NY,"Reagan, Ronald",conservative,256131,6201959
1980,New York,NY,"Clark, Edward """"Ed""""",free libertarian,52648,6201959
1980,New York,NY,"McCormack, Ellen",right-to-life,24159,6201959
1980,New York,NY,"Commoner, Barry",citizens,23186,6201959
1980,New York,NY,"Hall, Gus",communist party use,7414,6201959
1980,New York,NY,"Deberry, Clifton",socialist workers,2068,6201959
1980,New York,NY,"Griswold, Deirdre",workers world,1416,6201959
1980,New York,NY,,,1064,6201959
1980,North Carolina,NC,"Reagan, Ronald",republican,915018,1855833
1980,North Carolina,NC,"Carter, Jimmy",democrat,875635,1855833
1980,North Carolina,NC,"Anderson, John B.",independent,52800,1855833
1980,North Carolina,NC,"Clark, Edward """"Ed""""",libertarian,9677,1855833
1980,North Carolina,NC,"Commoner, Barry",citizens,2287,1855833
1980,North Carolina,NC,"Deberry, Clifton",socialist workers,416,1855833
1980,North Dakota,ND,"Reagan, Ronald",republican,193695,301116
1980,North Dakota,ND,"Carter, Jimmy",democrat,79189,301116
1980,North Dakota,ND,"Anderson, John B.",independent,23640,301116
1980,North Dakota,ND,"Clark, Edward """"Ed""""",libertarian,3743,301116
1980,North Dakota,ND,"McLain, Harley",natural people's league,296,301116
1980,North Dakota,ND,"Greaves, Percy L, Jr.",american,235,301116
1980,North Dakota,ND,"Hall, Gus",communist party use,93,301116
1980,North Dakota,ND,"Deberry, Clifton",socialist workers,89,301116
1980,North Dakota,ND,"McReynolds, David",socialist,82,301116
1980,North Dakota,ND,"Bubar, Benjamin """"Ben""""",statesman,54,301116
1980,Ohio,OH,"Reagan, Ronald",republican,2206545,4283603
1980,Ohio,OH,"Carter, Jimmy",democrat,1752414,4283603
1980,Ohio,OH,"Anderson, John B.",independent,254472,4283603
1980,Ohio,OH,"Clark, Edward """"Ed""""",libertarian,49033,4283603
1980,Ohio,OH,"Commoner, Barry",citizens,8564,4283603
1980,Ohio,OH,"Hall, Gus",communist party use,4729,4283603
1980,Ohio,OH,"Congress, Richard",socialist workers,4029,4283603
1980,Ohio,OH,"Griswold, Deirdre",workers world,3790,4283603
1980,Ohio,OH,"Bubar, Benjamin """"Ben""""",statesman,27,4283603
1980,Oklahoma,OK,"Reagan, Ronald",republican,695570,1149708
1980,Oklahoma,OK,"Carter, Jimmy",democrat,402026,1149708
1980,Oklahoma,OK,"Anderson, John B.",independent,38284,1149708
1980,Oklahoma,OK,"Clark, Edward """"Ed""""",libertarian,13828,1149708
1980,Oregon,OR,"Reagan, Ronald",republican,571044,1181516
1980,Oregon,OR,"Carter, Jimmy",democrat,456890,1181516
1980,Oregon,OR,"Anderson, John B.",independent,112389,1181516
1980,Oregon,OR,"Clark, Edward """"Ed""""",libertarian,25838,1181516
1980,Oregon,OR,"Commoner, Barry",citizens,13642,1181516
1980,Oregon,OR,,,1713,1181516
1980,Pennsylvania,PA,"Reagan, Ronald",republican,2261872,4561501
1980,Pennsylvania,PA,"Carter, Jimmy",democrat,1937540,4561501
1980,Pennsylvania,PA,"Anderson, John B.",independent,292921,4561501
1980,Pennsylvania,PA,"Clark, Edward """"Ed""""",libertarian,33263,4561501
1980,Pennsylvania,PA,"Deberry, Clifton",socialist workers,20291,4561501
1980,Pennsylvania,PA,"Commoner, Barry",citizens,10430,4561501
1980,Pennsylvania,PA,"Hall, Gus",communist party use,5184,4561501
1980,Rhode Island,RI,"Carter, Jimmy",democrat,198342,415967
1980,Rhode Island,RI,"Reagan, Ronald",republican,154793,415967
1980,Rhode Island,RI,"Anderson, John B.",independent,59819,415967
1980,Rhode Island,RI,"Clark, Edward """"Ed""""",libertarian,2458,415967
1980,Rhode Island,RI,"Hall, Gus",communist party use,218,415967
1980,Rhode Island,RI,"McReynolds, David",socialist,170,415967
1980,Rhode Island,RI,"Deberry, Clifton",socialist workers,90,415967
1980,Rhode Island,RI,"Griswold, Deirdre",workers world,77,415967
1980,South Carolina,SC,"Reagan, Ronald",republican,439277,888258
1980,South Carolina,SC,"Carter, Jimmy",democrat,428220,888258
1980,South Carolina,SC,"Anderson, John B.",independent,13868,888258
1980,South Carolina,SC,"Clark, Edward """"Ed""""",libertarian,4807,888258
1980,South Carolina,SC,"Rarick, John",american independent party,2086,888258
1980,South Dakota,SD,"Reagan, Ronald",republican,198343,327703
1980,South Dakota,SD,"Carter, Jimmy",democrat,103855,327703
1980,South Dakota,SD,"Anderson, John B.",independent,21431,327703
1980,South Dakota,SD,"Clark, Edward """"Ed""""",libertarian,3824,327703
1980,South Dakota,SD,"Pulley, Andrew",socialist workers,250,327703
1980,Tennessee,TN,"Reagan, Ronald",republican,787761,1617616
1980,Tennessee,TN,"Carter, Jimmy",democrat,783051,1617616
1980,Tennessee,TN,"Anderson, John B.",independent,35991,1617616
1980,Tennessee,TN,"Clark, Edward """"Ed""""",libertarian,7116,1617616
1980,Tennessee,TN,"Commoner, Barry",citizens,1112,1617616
1980,Tennessee,TN,"Bubar, Benjamin """"Ben""""",statesman,521,1617616
1980,Tennessee,TN,"McReynolds, David",socialist,519,1617616
1980,Tennessee,TN,"Hall, Gus",communist party use,503,1617616
1980,Tennessee,TN,"Deberry, Clifton",socialist workers,490,1617616
1980,Tennessee,TN,"Griswold, Deirdre",workers world,400,1617616
1980,Tennessee,TN,,,152,1617616
1980,Texas,TX,"Reagan, Ronald",republican,2510705,4541636
1980,Texas,TX,"Carter, Jimmy",democrat,1881147,4541636
1980,Texas,TX,"Anderson, John B.",independent,111613,4541636
1980,Texas,TX,"Clark, Edward """"Ed""""",libertarian,37643,4541636
1980,Texas,TX,,,528,4541636
1980,Utah,UT,"Reagan, Ronald",republican,439687,604152
1980,Utah,UT,"Carter, Jimmy",democrat,124266,604152
1980,Utah,UT,"Anderson, John B.",independent,30284,604152
1980,Utah,UT,"Clark, Edward """"Ed""""",libertarian,7156,604152
1980,Utah,UT,"Commoner, Barry",citizens,1009,604152
1980,Utah,UT,"Greaves, Percy L, Jr.",american,965,604152
1980,Utah,UT,"Rarick, John",american independent party,522,604152
1980,Utah,UT,"Hall, Gus",communist party use,139,604152
1980,Utah,UT,"Deberry, Clifton",socialist workers,124,604152
1980,Vermont,VT,"Reagan, Ronald",republican,94628,213299
1980,Vermont,VT,"Carter, Jimmy",democrat,81952,213299
1980,Vermont,VT,"Anderson, John B.",independent,31761,213299
1980,Vermont,VT,"Commoner, Barry",citizens,2316,213299
1980,Vermont,VT,"Clark, Edward """"Ed""""",libertarian,1900,213299
1980,Vermont,VT,,,413,213299
1980,Vermont,VT,"McReynolds, David",socialist,136,213299
1980,Vermont,VT,"Hall, Gus",communist party use,118,213299
1980,Vermont,VT,"Deberry, Clifton",socialist workers,75,213299
1980,Virginia,VA,"Reagan, Ronald",republican,989609,1866032
1980,Virginia,VA,"Carter, Jimmy",democrat,752174,1866032
1980,Virginia,VA,"Anderson, John B.",independent,95418,1866032
1980,Virginia,VA,"Commoner, Barry",citizens,14024,1866032
1980,Virginia,VA,"Clark, Edward """"Ed""""",libertarian,12821,1866032
1980,Virginia,VA,"Deberry, Clifton",socialist workers,1986,1866032
1980,Washington,WA,"Reagan, Ronald",republican,865244,1742394
1980,Washington,WA,"Carter, Jimmy",democrat,650193,1742394
1980,Washington,WA,"Anderson, John B.",independent,185073,1742394
1980,Washington,WA,"Clark, Edward """"Ed""""",libertarian,29213,1742394
1980,Washington,WA,"Commoner, Barry",citizens,9403,1742394
1980,Washington,WA,"Deberry, Clifton",socialist workers,1137,1742394
1980,Washington,WA,"McReynolds, David",socialist,956,1742394
1980,Washington,WA,"Hall, Gus",communist party use,834,1742394
1980,Washington,WA,"Griswold, Deirdre",workers world,341,1742394
1980,West Virginia,WV,"Carter, Jimmy",democrat,367462,737715
1980,West Virginia,WV,"Reagan, Ronald",republican,334206,737715
1980,West Virginia,WV,"Anderson, John B.",independent,31691,737715
1980,West Virginia,WV,"Clark, Edward """"Ed""""",libertarian,4356,737715
1980,Wisconsin,WI,"Reagan, Ronald",republican,1088845,2273221
1980,Wisconsin,WI,"Carter, Jimmy",democrat,981584,2273221
1980,Wisconsin,WI,"Anderson, John B.",independent,160657,2273221
1980,Wisconsin,WI,"Clark, Edward """"Ed""""",libertarian,29135,2273221
1980,Wisconsin,WI,"Commoner, Barry",citizens,7767,2273221
1980,Wisconsin,WI,"Rarick, John",american independent party,1519,2273221
1980,Wisconsin,WI,,,1337,2273221
1980,Wisconsin,WI,"McReynolds, David",socialist,808,2273221
1980,Wisconsin,WI,"Hall, Gus",communist party use,772,2273221
1980,Wisconsin,WI,"Griswold, Deirdre",workers world,414,2273221
1980,Wisconsin,WI,"Deberry, Clifton",socialist workers,383,2273221
1980,Wyoming,WY,"Reagan, Ronald",republican,110700,176713
1980,Wyoming,WY,"Carter, Jimmy",democrat,49427,176713
1980,Wyoming,WY,"Anderson, John B.",independent,12072,176713
1980,Wyoming,WY,"Clark, Edward """"Ed""""",libertarian,4514,176713
1984,Alabama,AL,"Reagan, Ronald",republican,872849,1441713
1984,Alabama,AL,"Mondale, Walter",democrat,551899,1441713
1984,Alabama,AL,"Bergland, David",libertarian,9504,1441713
1984,Alabama,AL,"Hall, Gus",communist party use,4671,1441713
1984,Alabama,AL,"Richards, Bob",populist,1401,1441713
1984,Alabama,AL,"Mason, Melvin",socialist workers,730,1441713
1984,Alabama,AL,"Serrette, Dennis",alliance,659,1441713
1984,Alaska,AK,"Reagan, Ronald",republican,138377,207605
1984,Alaska,AK,"Mondale, Walter",democrat,62007,207605
1984,Alaska,AK,"Bergland, David",libertarian,6378,207605
1984,Alaska,AK,Other,,843,207605
1984,Arizona,AZ,"Reagan, Ronald",republican,681416,1025897
1984,Arizona,AZ,"Mondale, Walter",democrat,333854,1025897
1984,Arizona,AZ,"Bergland, David",libertarian,10585,1025897
1984,Arizona,AZ,Other,,42,1025897
1984,Arkansas,AR,"Reagan, Ronald",republican,534774,884406
1984,Arkansas,AR,"Mondale, Walter",democrat,338646,884406
1984,Arkansas,AR,"Bergland, David",libertarian,2221,884406
1984,Arkansas,AR,"Larouche, Lyndon, Jr.",independent,1890,884406
1984,Arkansas,AR,"Hall, Gus",communist party use,1499,884406
1984,Arkansas,AR,"Richards, Bob",populist,1461,884406
1984,Arkansas,AR,"Serrette, Dennis",alliance,1291,884406
1984,Arkansas,AR,"Johnson, Sonia",citizens,960,884406
1984,Arkansas,AR,"Dodge, Earl",prohibition,842,884406
1984,Arkansas,AR,"Lowery, Arthur",united sovereign citizens,822,884406
1984,California,CA,"Reagan, Ronald",republican,5467009,9505041
1984,California,CA,"Mondale, Walter",democrat,3922519,9505041
1984,California,CA,"Bergland, David",libertarian,49951,9505041
1984,California,CA,"Richards, Bob",populist,39265,9505041
1984,California,CA,"Johnson, Sonia",citizens,26297,9505041
1984,Colorado,CO,"Reagan, Ronald",republican,821817,1295380
1984,Colorado,CO,"Mondale, Walter",democrat,454975,1295380
1984,Colorado,CO,"Bergland, David",libertarian,11257,1295380
1984,Colorado,CO,"Larouche, Lyndon, Jr.",independent,4662,1295380
1984,Colorado,CO,"Serrette, Dennis",alliance,978,1295380
1984,Colorado,CO,"Dodge, Earl",prohibition,858,1295380
1984,Colorado,CO,"Mason, Melvin",socialist workers,810,1295380
1984,Colorado,CO,Other,,23,1295380
1984,Connecticut,CT,"Reagan, Ronald",republican,890877,1466900
1984,Connecticut,CT,"Mondale, Walter",democrat,569597,1466900
